problem,brand,repair_status,event_year,age
operating system,samsung,repairable,2016,
boot,dell,repairable,2016,
unknown,toshiba,repairable,2016,
configuration,toshiba,fixed,2016,
power/battery,ibm,fixed,2014,
virus/malware,dell,repairable,2016,
configuration,asus,repairable,2016,
performance,apple,repairable,2016,
performance,apple,fixed,2016,
performance,acer,fixed,2016,
overheating,unknown,repairable,2016,
performance,unknown,fixed,2016,
unknown,unknown,fixed,2016,
performance,apple,fixed,2016,
system board,apple,repairable,2016,
unknown,unknown,repairable,2016,
power/battery,unknown,repairable,2016,
boot,unknown,end of life,2014,
configuration,unknown,repairable,2016,
case/chassis,unknown,repairable,2016,
unknown,apple,repairable,2016,
power/battery,apple,repairable,2016,
power/battery,acer,end of life,2013,
system board,hp,fixed,2016,
configuration,hp,fixed,2016,
overheating,toshiba,fixed,2016,
system board,dell,end of life,2016,
virus/malware,hp,fixed,2016,
performance,dell,repairable,2016,
performance,unknown,fixed,2016,
power/battery,apple,fixed,2016,
ports/slots/connectors,unknown,repairable,2016,
performance,unknown,repairable,2016,
internal storage,apple,fixed,2016,
unknown,unknown,end of life,2016,
internal storage,unknown,fixed,2016,
overheating,apple,fixed,2016,
unknown,unknown,fixed,2016,
integrated screen,unknown,fixed,2016,
boot,unknown,fixed,2016,
integrated keyboard,dell,repairable,2014,
integrated screen,unknown,fixed,2016,
power/battery,unknown,end of life,2016,
integrated screen,unknown,repairable,2016,
ports/slots/connectors,unknown,fixed,2016,
power/battery,unknown,repairable,2016,
performance,apple,fixed,2016,
ports/slots/connectors,unknown,fixed,2016,
performance,unknown,fixed,2016,
unknown,unknown,fixed,2016,
integrated pointing device,unknown,end of life,2014,
power/battery,dell,repairable,2016,
performance,hp,fixed,2016,
configuration,unknown,fixed,2016,
overheating,unknown,fixed,2014,
unknown,toshiba,fixed,2016,
ports/slots/connectors,unknown,end of life,2014,
power/battery,apple,fixed,2016,
integrated keyboard,hp,fixed,2016,
integrated keyboard,unknown,fixed,2014,
configuration,lenovo,fixed,2016,
performance,dell,repairable,2016,
configuration,unknown,fixed,2016,
performance,unknown,repairable,2016,
overheating,hp,fixed,2016,
performance,unknown,fixed,2016,
internal damage,unknown,fixed,2016,
power/battery,acer,end of life,2016,
integrated keyboard,dell,fixed,2016,
overheating,unknown,fixed,2016,
integrated screen,apple,repairable,2016,
overheating,unknown,fixed,2016,
internal storage,unknown,repairable,2016,
performance,unknown,end of life,2014,
performance,unknown,fixed,2016,
unknown,unknown,fixed,2016,
internal storage,hp,repairable,2016,
integrated optical drive,unknown,fixed,2014,
integrated screen,hp,repairable,2016,
operating system,hp,fixed,2016,
configuration,dell,fixed,2016,
integrated screen,unknown,end of life,2014,
power/battery,unknown,end of life,2014,
internal storage,apple,fixed,2016,
performance,unknown,repairable,2014,
system board,asus,fixed,2016,
performance,toshiba,repairable,2014,
performance,apple,fixed,2016,
performance,toshiba,repairable,2014,
power/battery,apple,fixed,2016,
power/battery,samsung,fixed,2014,
internal storage,hp,fixed,2016,
performance,asus,fixed,2016,
performance,sony,fixed,2016,
performance,dell,fixed,2016,
performance,dell,fixed,2016,
integrated screen,apple,repairable,2016,
performance,unknown,fixed,2014,
performance,toshiba,fixed,2016,
performance,dell,fixed,2016,
performance,dell,repairable,2016,
configuration,toshiba,repairable,2016,
unknown,apple,repairable,2016,
performance,hp,fixed,2016,
performance,acer,repairable,2016,
configuration,sony,fixed,2016,
power/battery,hp,end of life,2016,
power/battery,lenovo,end of life,2016,
unknown,unknown,end of life,2016,
unknown,acer,fixed,2016,
unknown,asus,fixed,2016,
unknown,olivetti,fixed,2016,
unknown,sarmiento,fixed,2016,
integrated screen,unknown,repairable,2014,
power/battery,unknown,repairable,2014,
ports/slots/connectors,dell,repairable,2016,
multiple,hp,repairable,2014,
performance,acer,fixed,2016,
performance,acer,fixed,2016,
performance,asus,fixed,2016,
integrated keyboard,hp,fixed,2016,
performance,hp,fixed,2016,
performance,acer,fixed,2016,
internal damage,hp,repairable,2016,
configuration,rock,fixed,2016,
internal damage,hp,fixed,2016,
integrated media component,toshiba,fixed,2016,
integrated screen,hp,repairable,2016,
configuration,unknown,end of life,2016,
power/battery,unknown,end of life,2016,
internal storage,unknown,end of life,2016,
configuration,unknown,fixed,2016,
configuration,unknown,fixed,2016,
integrated optical drive,unknown,fixed,2016,
performance,unknown,fixed,2016,
performance,apple,end of life,2016,
case/chassis,unknown,fixed,2016,
power/battery,unknown,end of life,2016,
unknown,unknown,repairable,2014,
power/battery,hp,end of life,2016,
boot,unknown,fixed,2016,
unknown,lenovo,repairable,2016,
configuration,unknown,end of life,2016,
performance,hp,fixed,2016,
unknown,unknown,fixed,2014,
configuration,sony,fixed,2016,
unknown,unknown,repairable,2014,
unknown,toshiba,repairable,2016,
unknown,unknown,fixed,2014,
integrated screen,apple,fixed,2016,
power/battery,apple,fixed,2016,
operating system,unknown,fixed,2017,
power/battery,unknown,end of life,2014,
ports/slots/connectors,acer,repairable,2017,
performance,unknown,fixed,2017,
internal storage,unknown,fixed,2017,
operating system,unknown,end of life,2017,
integrated screen,unknown,repairable,2017,
system board,apple,repairable,2017,
power/battery,apple,fixed,2017,
performance,compaq,fixed,2017,
operating system,toshiba,fixed,2017,
system board,asus,fixed,2017,
configuration,hp,repairable,2017,
unknown,unknown,fixed,2014,
internal storage,apple,repairable,2017,
integrated keyboard,unknown,fixed,2014,
unknown,apple,repairable,2017,
integrated keyboard,lenovo,repairable,2017,
boot,asus,fixed,2017,
overheating,asus,fixed,2017,
performance,apple,fixed,2017,
power/battery,dell,repairable,2017,
performance,dell,fixed,2017,
operating system,samsung,repairable,2017,
performance,apple,fixed,2017,
integrated keyboard,asus,fixed,2017,
integrated screen,apple,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
performance,unknown,fixed,2014,
unknown,unknown,fixed,2017,
power/battery,apple,repairable,2017,
operating system,dell,fixed,2017,
internal storage,unknown,end of life,2017,
integrated optical drive,unknown,fixed,2017,
internal storage,unknown,end of life,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
power/battery,unknown,repairable,2014,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
boot,unknown,repairable,2013,
configuration,unknown,fixed,2014,
integrated screen,toshiba,repairable,2017,
internal damage,sony,repairable,2017,
performance,apple,fixed,2017,
overheating,toshiba,fixed,2017,
integrated screen,acer,fixed,2017,
internal storage,apple,fixed,2017,
performance,apple,fixed,2017,
integrated screen,apple,fixed,2017,
performance,asus,fixed,2017,
case/chassis,acer,repairable,2017,
ports/slots/connectors,unknown,fixed,2014,
internal storage,apple,fixed,2017,
power/battery,unknown,repairable,2017,
performance,dell,fixed,2017,
performance,hp,fixed,2017,
performance,asus,repairable,2017,
performance,asus,repairable,2017,
internal damage,toshiba,end of life,2017,
performance,sony,end of life,2017,
performance,toshiba,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
system board,hp,end of life,2017,
unknown,asus,repairable,2017,
operating system,dell,repairable,2017,
configuration,apple,fixed,2017,
operating system,samsung,repairable,2017,
integrated screen,dell,repairable,2017,
ports/slots/connectors,acer,fixed,2017,
integrated keyboard,asus,repairable,2017,
power/battery,apple,repairable,2017,
operating system,sony,fixed,2017,
integrated keyboard,apple,fixed,2017,
configuration,dell,repairable,2017,
unknown,lenovo,repairable,2017,
unknown,apple,repairable,2017,
ports/slots/connectors,unknown,fixed,2017,
operating system,unknown,fixed,2014,
case/chassis,unknown,repairable,2014,
unknown,unknown,end of life,2017,
case/chassis,unknown,repairable,2014,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,fixed,2017,
integrated screen,unknown,fixed,2014,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
integrated screen,apple,fixed,2017,
internal damage,apple,fixed,2017,
integrated pointing device,unknown,fixed,2014,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
power/battery,apple,fixed,2017,
performance,toshiba,fixed,2017,
ports/slots/connectors,raspberry pi,end of life,2017,
power/battery,unknown,end of life,2014,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
power/battery,unknown,repairable,2014,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
overheating,unknown,fixed,2014,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
internal storage,unknown,end of life,2014,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
integrated screen,asus,repairable,2017,
integrated screen,sony,end of life,2013,
operating system,lenovo,fixed,2017,
unknown,unknown,end of life,2017,
overheating,apple,fixed,2017,
configuration,acer,fixed,2017,
unknown,dell,repairable,2017,
unknown,apple,fixed,2017,
power/battery,asus,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
integrated screen,unknown,repairable,2017,
boot,toshiba,repairable,2017,
power/battery,acer,repairable,2017,
operating system,samsung,fixed,2017,
integrated keyboard,apple,fixed,2017,
integrated keyboard,apple,fixed,2017,
integrated keyboard,apple,fixed,2017,
integrated keyboard,apple,fixed,2017,
integrated keyboard,apple,fixed,2017,
integrated keyboard,apple,fixed,2017,
integrated keyboard,apple,fixed,2017,
integrated keyboard,apple,fixed,2017,
integrated screen,apple,fixed,2017,
power/battery,apple,fixed,2017,
power/battery,apple,fixed,2017,
integrated pointing device,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
system board,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
performance,apple,fixed,2017,
integrated screen,toshiba,fixed,2017,
integrated screen,toshiba,fixed,2017,
integrated screen,toshiba,fixed,2017,
integrated optical drive,unknown,end of life,2014,
integrated screen,toshiba,fixed,2017,
integrated screen,toshiba,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
internal damage,hp,end of life,2013,
unknown,unknown,end of life,2014,
integrated screen,dell,repairable,2014,
case/chassis,unknown,end of life,2017,
integrated keyboard,apple,fixed,2017,
performance,unknown,fixed,2017,
integrated screen,unknown,repairable,2017,
power/battery,unknown,repairable,2014,
unknown,asus,fixed,2017,
integrated screen,unknown,end of life,2014,
power/battery,unknown,end of life,2014,
unknown,sony,repairable,2017,
unknown,unknown,repairable,2017,
integrated screen,unknown,repairable,2017,
unknown,unknown,fixed,2017,
performance,unknown,fixed,2014,
power/battery,toshiba,end of life,2014,
performance,apple,fixed,2014,
unknown,unknown,end of life,2017,
operating system,asus,fixed,2017,
integrated screen,acer,repairable,2017,
unknown,unknown,fixed,2014,
performance,hp,repairable,2017,
unknown,unknown,end of life,2017,
integrated screen,fujitsu,fixed,2017,
unknown,unknown,end of life,2014,
performance,toshiba,repairable,2017,
power/battery,acer,fixed,2017,
overheating,acer,fixed,2017,
unknown,unknown,end of life,2014,
internal storage,unknown,repairable,2017,
power/battery,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2014,
performance,toshiba,repairable,2017,
unknown,unknown,fixed,2014,
unknown,unknown,end of life,2017,
unknown,unknown,fixed,2014,
unknown,acer,end of life,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2014,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
unknown,unknown,fixed,2017,
integrated optical drive,unknown,repairable,2014,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
unknown,unknown,fixed,2017,
case/chassis,unknown,fixed,2014,
unknown,unknown,end of life,2017,
power/battery,lenovo,repairable,2017,
performance,hp,repairable,2017,
performance,lenovo,fixed,2017,
integrated keyboard,asus,fixed,2017,
power/battery,apple,repairable,2017,
boot,asus,fixed,2017,
ports/slots/connectors,acer,repairable,2017,
configuration,unknown,repairable,2017,
configuration,unknown,fixed,2017,
integrated media component,toshiba,fixed,2017,
power/battery,unknown,fixed,2014,
unknown,unknown,fixed,2017,
system board,hp,fixed,2017,
power/battery,unknown,fixed,2017,
internal storage,sony,fixed,2017,
power/battery,unknown,fixed,2014,
overheating,hp,fixed,2017,
internal storage,dell,repairable,2017,
internal storage,toshiba,repairable,2017,
system board,acer,end of life,2017,
performance,unknown,fixed,2017,
operating system,unknown,fixed,2017,
internal storage,apple,repairable,2017,
boot,acer,end of life,2017,
power/battery,unknown,end of life,2013,
overheating,toshiba,fixed,2017,
power/battery,unknown,fixed,2014,
internal storage,unknown,repairable,2017,
unknown,unknown,repairable,2017,
overheating,acer,end of life,2017,
operating system,unknown,repairable,2017,
boot,apple,repairable,2017,
unknown,unknown,end of life,2017,
unknown,unknown,end of life,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,end of life,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2014,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,end of life,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,repairable,2017,
unknown,unknown,end of life,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
power/battery,asus,fixed,2017,
unknown,unknown,fixed,2014,
integrated screen,clevo,repairable,2017,
power/battery,apple,repairable,2017,
integrated screen,acer,repairable,2017,
integrated screen,lenovo,repairable,2017,
performance,asus,repairable,2017,
overheating,unknown,fixed,2014,
performance,hp,fixed,2017,
internal storage,hp,fixed,2017,
performance,dell,fixed,2017,
performance,sony,repairable,2017,
power/battery,unknown,fixed,2014,
integrated screen,unknown,repairable,2017,
integrated screen,apple,repairable,2017,
integrated screen,lenovo,repairable,2017,
ports/slots/connectors,unknown,repairable,2017,
integrated screen,unknown,fixed,2017,
boot,unknown,repairable,2013,
boot,unknown,repairable,2014,
case/chassis,unknown,fixed,2014,
performance,sony,fixed,2017,
power/battery,dell,repairable,2017,
integrated screen,msr,repairable,2017,
performance,hp,fixed,2017,
performance,toshiba,fixed,2017,
performance,samsung,repairable,2017,
unknown,unknown,fixed,2017,
other,sony,repairable,2017,
integrated screen,unknown,repairable,2013,
boot,unknown,fixed,2014,
overheating,compaq,fixed,2017,
internal storage,sony,repairable,2017,
ports/slots/connectors,acer,fixed,2017,
performance,sony,fixed,2017,
integrated screen,unknown,repairable,2014,
performance,sony,fixed,2017,
internal storage,unknown,end of life,2014,
performance,apple,fixed,2017,
performance,acer,fixed,2017,
performance,hp,repairable,2017,
case/chassis,compaq,repairable,2017,
integrated optical drive,hp,fixed,2017,
unknown,unknown,repairable,2014,
integrated screen,dell,fixed,2017,
power/battery,apple,fixed,2017,
power/battery,apple,fixed,2017,
integrated optical drive,unknown,repairable,2014,
integrated screen,microsoft,end of life,2017,
power/battery,apple,fixed,2017,
power/battery,apple,fixed,2017,
performance,hp,fixed,2017,
power/battery,dell,repairable,2017,
integrated pointing device,unknown,fixed,2014,
integrated pointing device,toshiba,fixed,2017,
unknown,unknown,fixed,2014,
performance,dell,fixed,2017,
configuration,compaq,fixed,2017,
unknown,unknown,repairable,2017,
boot,unknown,repairable,2013,
system board,samsung,fixed,2017,
ports/slots/connectors,apple,repairable,2014,
unknown,hp,repairable,2017,
case/chassis,lenovo,repairable,2017,
performance,unknown,repairable,2014,
virus/malware,samsung,repairable,2017,
performance,unknown,fixed,2017,
performance,apple,fixed,2014,
integrated media component,toshiba,repairable,2017,
system board,apple,end of life,2013,
operating system,unknown,repairable,2014,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
power/battery,apple,fixed,2017,
integrated screen,hp,fixed,2017,
ports/slots/connectors,sony,fixed,2017,
performance,hp,fixed,2017,
performance,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,apple,end of life,2017,
configuration,unknown,fixed,2017,
configuration,acer,fixed,2017,
system board,samsung,end of life,2013,
configuration,unknown,fixed,2017,
configuration,unknown,fixed,2017,
configuration,hp,fixed,2017,
power/battery,apple,fixed,2017,
power/battery,apple,fixed,2017,
power/battery,compaq,repairable,2017,
performance,unknown,repairable,2017,
unknown,unknown,fixed,2014,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2014,
power/battery,compaq,repairable,2017,
power/battery,toshiba,repairable,2017,
performance,packard bell,fixed,2017,
configuration,acer,repairable,2017,
integrated screen,acer,repairable,2017,
performance,acer,fixed,2017,
unknown,unknown,repairable,2017,
integrated screen,dell,repairable,2017,
operating system,apple,repairable,2017,
virus/malware,hp,fixed,2017,
operating system,dell,fixed,2017,
unknown,unknown,fixed,2014,
performance,toshiba,fixed,2017,
operating system,apple,fixed,2017,
power/battery,hp,fixed,2017,
case/chassis,unknown,fixed,2017,
internal storage,packard bell,repairable,2017,
unknown,hp,fixed,2017,
overheating,toshiba,repairable,2017,
configuration,dell,fixed,2017,
overheating,toshiba,fixed,2017,
power/battery,apple,end of life,2014,
integrated media component,sony,repairable,2013,
internal damage,apple,repairable,2014,
unknown,acer,fixed,2017,
operating system,unknown,fixed,2014,
operating system,apple,fixed,2017,
integrated screen,apple,repairable,2014,
operating system,hp,fixed,2017,
integrated screen,toshiba,end of life,2014,
power/battery,apple,fixed,2017,
internal damage,hp,repairable,2017,
ports/slots/connectors,unknown,repairable,2017,
performance,unknown,fixed,2013,
virus/malware,asus,fixed,2017,
power/battery,unknown,end of life,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
performance,unknown,fixed,2014,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
unknown,unknown,fixed,2017,
unknown,unknown,repairable,2017,
ports/slots/connectors,asus,fixed,2017,
power/battery,dell,repairable,2017,
ports/slots/connectors,apple,repairable,2017,
performance,lenovo,repairable,2017,
power/battery,dell,repairable,2017,
ports/slots/connectors,hp,repairable,2017,
unknown,asus,fixed,2017,
unknown,unknown,fixed,2017,
unknown,unknown,end of life,2017,
unknown,unknown,fixed,2014,
virus/malware,apple,fixed,2017,
performance,unknown,repairable,2017,
overheating,hp,fixed,2017,
performance,apple,fixed,2017,
power/battery,samsung,end of life,2017,
performance,dell,fixed,2017,
ports/slots/connectors,asus,fixed,2017,
performance,apple,fixed,2017,
boot,unknown,end of life,2014,
power/battery,apple,fixed,2018,
power/battery,apple,fixed,2018,
boot,apple,fixed,2014,
power/battery,apple,fixed,2018,
unknown,lenovo,repairable,2018,
unknown,asus,fixed,2018,
integrated screen,apple,repairable,2014,
unknown,toshiba,fixed,2018,
ports/slots/connectors,unknown,fixed,2014,
unknown,hp,repairable,2018,
internal storage,unknown,repairable,2018,
configuration,unknown,repairable,2018,
performance,apple,fixed,2014,
unknown,unknown,end of life,2018,
unknown,unknown,fixed,2018,
performance,unknown,fixed,2014,
unknown,unknown,repairable,2018,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,hp,repairable,2018,
performance,unknown,repairable,2014,
power/battery,unknown,repairable,2018,
power/battery,apple,fixed,2018,
power/battery,apple,fixed,2018,
performance,unknown,repairable,2014,
performance,dell,repairable,2018,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2018,
internal storage,apple,fixed,2014,
overheating,acer,fixed,2018,
performance,compaq,fixed,2014,
unknown,unknown,end of life,2018,
overheating,hp,repairable,2018,
boot,hp,repairable,2018,
performance,asus,fixed,2018,
integrated screen,unknown,fixed,2014,
integrated screen,hp,repairable,2018,
unknown,unknown,fixed,2018,
integrated screen,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2018,
unknown,unknown,fixed,2018,
internal damage,unknown,repairable,2018,
integrated keyboard,unknown,fixed,2018,
performance,unknown,fixed,2018,
performance,unknown,fixed,2018,
system board,unknown,repairable,2014,
power/battery,unknown,repairable,2018,
performance,unknown,fixed,2018,
configuration,unknown,fixed,2018,
integrated screen,unknown,fixed,2018,
multiple,unknown,repairable,2018,
internal storage,unknown,fixed,2018,
unknown,unknown,repairable,2018,
performance,unknown,repairable,2018,
unknown,hp,repairable,2018,
unknown,hp,fixed,2018,
power/battery,hp,repairable,2014,
unknown,dell,repairable,2014,
integrated keyboard,lenovo,fixed,2018,
integrated screen,apple,repairable,2014,
power/battery,unknown,repairable,2014,
unknown,hp,fixed,2018,
unknown,unknown,fixed,2018,
integrated screen,unknown,repairable,2014,
operating system,dell,repairable,2018,
performance,sony,fixed,2018,
integrated keyboard,hp,repairable,2018,
power/battery,acer,repairable,2014,
integrated screen,unknown,repairable,2018,
integrated screen,unknown,end of life,2018,
unknown,unknown,fixed,2018,
power/battery,unknown,fixed,2018,
configuration,unknown,repairable,2018,
integrated screen,hp,repairable,2014,
boot,unknown,end of life,2018,
integrated keyboard,unknown,fixed,2018,
integrated optical drive,unknown,end of life,2018,
unknown,unknown,end of life,2018,
integrated screen,unknown,repairable,2018,
performance,unknown,repairable,2018,
integrated pointing device,apple,repairable,2018,
configuration,apple,fixed,2014,
performance,unknown,fixed,2018,
unknown,unknown,fixed,2018,
integrated keyboard,unknown,repairable,2018,
unknown,unknown,fixed,2018,
configuration,unknown,fixed,2018,
unknown,unknown,repairable,2018,
unknown,unknown,fixed,2018,
